Stations_id,von_datum,bis_datum,Stationshoehe,geoBreite,geoLaenge,Stationsname,Bundesland
3228,19800101,19951231,506,51.0976,7.667,Meinerzhagen (A),Nordrhein-Westfalen
3231,18780101,20191231,450,50.5612,10.3771,Meiningen,Thüringen
3234,19570101,20191231,158,51.1294,13.4328,Garsebach bei Meißen,Sachsen
3236,19870101,20011231,89,52.2044,8.3382,Melle,Niedersachsen
3244,19400101,20191231,615,47.982,10.1384,Memmingen,Bayern
3246,20020101,20021231,181,50.3667,7.3167,Mendig,Rheinland-Pfalz
3253,19490101,20191231,885,47.8309,8.0699,Sankt Blasien-Menzenschwand,Baden-Württemberg
3254,20190101,20191231,19,52.7156,7.3176,Meppen,Niedersachsen
3257,18810101,20191231,250,49.4773,9.7622,"Mergentheim, Bad-Neunkirchen",Baden-Württemberg
3265,19470101,19621231,302,49.922,9.2872,Mespelbrunn,Bayern
3268,20030101,20191231,900,48.1694,8.9433,Meßstetten-Appental,Baden-Württemberg
3271,18810101,20191231,314,48.8548,12.9189,Metten,Bayern
3274,19930101,20111231,415,49.507,6.5215,Mettlach-Orscholz (Kurort),Saarland
3278,20030101,20191231,354,48.5377,9.2734,Metzingen,Baden-Württemberg
3284,19870101,20191231,240,49.6691,9.0085,Michelstadt,Hessen
3287,19880101,20191231,453,49.7176,9.0997,Michelstadt-Vielbrunn,Hessen
3289,19730101,20191231,356,50.7281,11.7838,Schmieritz-Weltwitz,Thüringen
3291,19810101,20031231,128,49.712,9.2258,Miltenberg,Bayern
3300,19750101,19921231,155,50.2285,9.1064,Mittel-Gründau,Hessen
3307,18900101,20191231,984,47.4779,11.2653,Mittenwald-Buckelwiesen,Bayern
3313,19110101,19711231,508,49.7328,8.7771,Modautal-Neunkirchen,Hessen
3317,19760101,19831231,42,53.6128,10.6943,Mölln,Schleswig-Holstein
3319,20070101,20191231,239,49.7644,9.253,Röllbach,Bayern
3320,19340101,19521231,49,51.197,6.4499,Mönchengladbach,Nordrhein-Westfalen
3340,19380101,20191231,265,50.4383,7.8061,Montabaur,Rheinland-Pfalz
3348,19910101,20181231,240,51.7209,9.8352,Moringen-Lutterbeck,Niedersachsen
3362,20040101,20191231,244,48.9721,8.8734,Mühlacker,Baden-Württemberg
3366,19530101,20191231,406,48.279,12.5024,Mühldorf,Bayern
3370,19490101,20031231,300,51.2076,10.3956,Mühlhausen,Thüringen
3376,19290101,20191231,63,52.5176,14.1232,Müncheberg,Brandenburg
3379,19550101,20191231,515,48.1632,11.5429,München-Stadt,Bayern
3382,18010101,19531231,521,48.1441,11.6,München-Bogenhausen,Bayern
3383,18790101,19541231,515,48.1635,11.5019,München-Botanischer Garten,Bayern
3385,19550101,19981231,515,48.166,11.5011,München-Nymphenburg,Bayern
3388,19950101,19961231,542,48.0919,11.6486,München-Perlach,Bayern
3390,19370101,19911231,529,48.1369,11.7094,München-Riem,Bayern
3402,18810101,20191231,750,48.3851,9.4837,Münsingen-Apfelstetten,Baden-Württemberg
3404,18530101,19911231,62,51.9494,7.5906,Münster,Nordrhein-Westfalen
3425,19310101,20031231,344,48.9729,9.5708,Murrhardt,Baden-Württemberg
3426,19370101,20191231,127,51.566,14.7008,"Muskau, Bad",Sachsen
3432,19310101,19941231,380,48.5667,8.7184,Nagold,Baden-Württemberg
3442,19010101,20191231,149,50.3574,8.7506,"Nauheim, Bad",Hessen
3478,19310101,20041231,81,53.5468,13.1914,Neubrandenburg,Mecklenburg-Vorpommern
3484,20020101,20191231,380,48.7086,11.2147,Neuburg/Donau (Flugplatz),Bayern
3485,19920101,20191231,486,48.3115,10.3773,Neuburg/Kammel-Langenhaslach,Bayern
3486,19490101,20041231,212,49.2931,9.2722,Neudenau,Baden-Württemberg
3490,19310101,20191231,111,50.5346,7.0853,"Neuenahr, Bad-Ahrweiler",Rheinland-Pfalz
3509,20050101,20191231,77,53.102,13.0421,Menz,Brandenburg
3513,18830101,20191231,845,50.5002,11.1344,Neuhaus am Rennweg,Thüringen
3518,19820101,19921231,793,47.976,8.9101,Neuhausen ob Eck,Baden-Württemberg
3519,19940101,20031231,663,47.9519,8.9932,Neuhausen ob Eck-Unterschwandorf,Baden-Württemberg
3527,18910101,20191231,500,50.8923,9.405,Neukirchen-Hauptschwenda,Hessen
3532,19480101,19751231,4,54.3609,10.6015,Neuland,Schleswig-Holstein
3537,18560101,20061231,26,54.0873,9.9791,Neumünster,Schleswig-Holstein
3540,19930101,20191231,195,50.8446,7.372,Neunkirchen-Seelscheid-Krawinkel,Nordrhein-Westfalen
3541,19630101,19911231,185,50.8956,7.3081,Neunkirchen-Seelscheid-Meisenbach,Nordrhein-Westfalen
3545,19530101,20191231,236,49.344,7.2297,Neunkirchen-Wellesweiler,Saarland
3552,19400101,20181231,38,52.9037,12.8072,Neuruppin,Brandenburg
3565,19470101,20011231,315,49.5728,10.6001,Neustadt/Aisch,Bayern
3571,20090101,20191231,452,49.8174,11.8638,Neustadt am Kulm-Filchendorf,Bayern
3575,19310101,19821231,163,49.357,8.1405,Neustadt/Weinstraße,Rheinland-Pfalz
3576,19760101,20011231,125,49.3478,8.1822,Neustadt/Weinstraße (Heidehof),Rheinland-Pfalz
3577,18810101,19751231,64,53.3585,13.0502,Neustrelitz,Mecklenburg-Vorpommern
3578,19820101,20061231,341,48.9832,12.1443,Regensburg-Burgweinting,Bayern
3590,19590101,20041231,180,50.2335,8.8923,Nidderau-Windecken,Hessen
3591,19940101,20191231,350,50.6743,6.424,Nideggen-Schmidt,Nordrhein-Westfalen
3595,19670101,20021231,250,50.4107,7.808,Niederelbert,Rheinland-Pfalz
3603,20030101,20191231,459,49.3895,9.9667,Niederstetten,Baden-Württemberg
3605,19310101,19791231,451,48.5334,10.243,Niederstotzingen,Baden-Württemberg
3612,18980101,20191231,25,52.6711,9.2229,Nienburg,Niedersachsen
3621,19310101,20191231,435,48.8253,10.5067,Reimlingen,Bayern
3623,20020101,20191231,111,50.8294,6.6602,Nörvenich (Flugplatz),Nordrhein-Westfalen
3631,18980101,20191231,12,53.7123,7.1519,Norderney,Niedersachsen
3639,20010101,20191231,25,53.7647,8.6583,Nordholz (Flugplatz),Niedersachsen
3640,19360101,20061231,24,52.4124,7.064,Nordhorn-Blanke,Niedersachsen
3658,19810101,20041231,303,50.9095,7.5725,Nümbrecht-Distelkamp,Nordrhein-Westfalen
3659,19310101,19941231,627,50.3391,6.9501,Nürburg,Rheinland-Pfalz
3660,19960101,20171231,485,50.3601,6.8697,Nürburg-Barweiler,Rheinland-Pfalz
3666,18810101,19741231,335,49.5008,11.107,Nürnberg-Buchenbuehl,Bayern
3667,19750101,20191231,368,49.4258,11.2538,Nürnberg-Netzstall,Bayern
3668,18790101,20191231,314,49.503,11.0549,Nürnberg,Bayern
3671,19550101,19901231,280,48.6321,9.3261,Nürtingen,Baden-Württemberg
3672,19490101,19541231,457,48.6207,8.8962,Nufringen,Baden-Württemberg
3679,19370101,20191231,518,47.6187,12.1665,Kiefersfelden-Gach,Bayern
3694,19510101,19801231,810,50.7005,10.7256,Oberhof,Thüringen
3702,19580101,20061231,515,47.878,7.8288,Münstertal-Obermünstertal,Baden-Württemberg
3705,19830101,20041231,480,48.3147,8.5735,Oberndorf/Neckar-Aistaig,Baden-Württemberg
3722,19390101,20051231,484,48.2443,11.5528,Oberschleißheim,Bayern
3727,19840101,20001231,800,47.5619,10.0313,Oberstaufen-Kalzhofen,Bayern
3730,18860101,20191231,806,47.3984,10.2759,Oberstdorf,Bayern
3734,20050101,20191231,230,49.128,9.3525,Obersulm-Willsbach,Baden-Württemberg
3735,19370101,19581231,455,48.2635,12.276,Obertaufkirchen,Bayern
3739,19490101,20191231,596,49.4521,12.4365,Oberviechtach,Bayern
3744,19720101,19741231,125,51.6018,9.5383,Oberweser-Gieselwerder,Hessen
3751,19890101,19971231,626,48.0449,9.8822,Ochsenhausen-Mittelbuch,Baden-Württemberg
3752,19600101,19811231,1014,50.03,11.8074,Ochsenkopf,Bayern
3753,19640101,19921231,56,52.2042,7.1784,Ochtrup,Nordrhein-Westfalen
3761,19470101,20191231,276,49.207,9.5176,Öhringen,Baden-Württemberg
3776,19310101,19941231,110,50.0946,8.7546,Offenbach/M. (Stadt),Hessen
3777,19580101,20031231,153,48.4593,7.9255,Offenburg,Baden-Württemberg
3788,19610101,19851231,305,50.8646,14.7628,Olbersdorf,Sachsen
3790,18730101,19881231,5,53.1018,8.2516,Oldenburg (A),Niedersachsen
3791,19900101,20111231,11,53.1763,8.1824,Oldenburg,Niedersachsen
3811,19420101,20191231,150,51.296,13.0928,Oschatz,Sachsen
3815,18810101,20091231,95,52.2553,8.0534,Osnabrück,Niedersachsen
3818,19560101,19661231,29,52.7167,11.7333,Osterburg,Sachsen-Anhalt
3821,19850101,20191231,246,51.0873,11.9292,Osterfeld,Sachsen-Anhalt
3825,19610101,19771231,338,49.5033,7.2773,Osterhof,Saarland
3836,19730101,20191231,312,50.4538,10.2211,Ostheim v.d. Rhön,Bayern
3856,19310101,19921231,1010,47.6383,10.4313,Oy-Mittelberg,Bayern
3857,19940101,20191231,886,47.6362,10.3892,Oy-Mittelberg-Petersthal,Bayern
3867,19370101,19561231,7,53.0643,7.4814,Papenburg,Niedersachsen
3875,19500101,20191231,549,49.151,11.6896,Parsberg/Oberpfalz-Eglwang,Bayern
3878,18810101,19571231,329,48.5805,13.4152,Passau-Maierhof,Bayern
3879,19470101,19961231,409,48.5779,13.4694,Passau-Oberhaus,Bayern
3883,19710101,19971231,442,50.5999,11.9966,Pausa-Unterreichenau,Sachsen
3897,20070101,20191231,2,54.0893,10.8773,Pelzerhaken,Schleswig-Holstein
3903,19500101,20031231,175,49.5114,6.3857,Perl-Besch,Saarland
3904,19650101,20191231,152,49.5354,6.3789,Perl-Nennig,Saarland
3915,19470101,19541231,145,51.9893,13.3608,Petkus,Brandenburg
3922,19760101,20001231,435,49.1162,10.8598,Pfofeld-Langlau,Bayern
3924,19310101,20041231,246,48.9059,8.7412,Pforzheim-Eutingen,Baden-Württemberg
3925,20060101,20191231,333,48.9329,8.6973,Pforzheim-Ispringen,Baden-Württemberg
3927,19580101,20191231,630,47.9344,9.2869,Pfullendorf,Baden-Württemberg
3929,19480101,19841231,100,49.2511,8.4415,Philippsburg,Baden-Württemberg
3939,19400101,20191231,385,49.1912,7.5879,Pirmasens,Rheinland-Pfalz
3946,18810101,20191231,386,50.4819,12.13,Plauen,Sachsen
3955,19500101,19961231,24,54.159,10.402,Plön (See),Schleswig-Holstein
3974,19500101,19921231,368,49.5058,11.5142,Pommelsbrunn,Bayern
3975,19500101,20191231,522,49.4777,11.5357,Pommelsbrunn-Mittelburg,Bayern
3987,18930101,20191231,81,52.3813,13.0622,Potsdam,Brandenburg
4005,19310101,19571231,530,47.8588,12.3624,Prien-Stock,Bayern
4018,19400101,19821231,550,48.1877,11.2206,Puch,Bayern
4024,18540101,20181231,40,54.3643,13.4771,Putbus,Mecklenburg-Vorpommern
4029,19400101,19571231,25,52.6691,7.9544,Quakenbrück,Niedersachsen
4032,18870101,20191231,142,51.7953,11.132,Quedlinburg,Sachsen-Anhalt
4036,19960101,20191231,204,51.3895,11.5412,Querfurt-Mühle Lodersleben,Sachsen-Anhalt
4038,19470101,19751231,27,53.7276,9.9071,Quickborn (Kurzer Kamp),Schleswig-Holstein
4039,19750101,20191231,11,53.7331,9.8776,Quickborn,Schleswig-Holstein
4053,19530101,19961231,407,47.7458,9.0007,Radolfzell-Markelfingen,Baden-Württemberg
4063,19500101,20191231,41,52.4461,8.5906,Rahden-Kleinendorf,Nordrhein-Westfalen
4066,19870101,19981231,553,47.9091,11.1048,Raisting,Bayern
4077,19370101,19381231,114,48.8471,8.1869,Rastatt,Baden-Württemberg
4079,19390101,20041231,200,51.1765,11.4183,Rastenberg,Thüringen
4091,19630101,19971231,1640,47.7327,12.6827,Rauschberg bei Ruhpolding,Bayern
4094,19310101,20191231,440,47.8062,9.6206,"Weingarten, Kr. Ravensburg",Baden-Württemberg
4100,19540101,19731231,109,51.6243,7.182,Recklinghausen,Nordrhein-Westfalen
4104,18790101,20191231,365,49.0425,12.1019,Regensburg,Bayern
4125,18970101,20051231,470,47.7238,12.874,"Reichenhall, Bad",Bayern
4127,19920101,20191231,350,50.9906,7.6958,Reichshof-Eckenhagen,Nordrhein-Westfalen
4149,18810101,19621231,764,50.5602,13.2222,Marienberg-Reitzenhain,Sachsen
4152,19710101,19771231,760,47.6783,8.1527,Remetschwiel,Baden-Württemberg
4154,20120101,20171231,345,51.18,7.2505,Remscheid-Lennep,Nordrhein-Westfalen
4156,19740101,19971231,8,54.2878,9.6749,Rendsburg,Schleswig-Holstein
4157,19360101,20021231,315,50.5052,7.4881,Rengsdorf (Kurort),Rheinland-Pfalz
4160,20050101,20191231,478,48.7425,8.924,Renningen-Ihinger Hof,Baden-Württemberg
4166,19890101,20021231,360,48.5051,9.1833,Reutlingen-Betzingen,Baden-Württemberg
4169,19310101,20191231,131,48.6703,7.9939,Rheinau-Memprechtshofen,Baden-Württemberg
4174,20080101,20161231,40,52.2887,7.3866,Rheine-Bentlage,Nordrhein-Westfalen
4175,19540101,20191231,282,47.559,7.7721,Rheinfelden,Baden-Württemberg
4177,19470101,20191231,116,48.9726,8.3301,Rheinstetten,Baden-Württemberg
4189,20050101,20191231,533,48.1479,9.4596,"Altheim, Kreis Biberach",Baden-Württemberg
4222,19630101,20051231,464,50.5263,12.4091,Rodewisch,Sachsen
4233,19370101,19521231,397,50.3833,9.5167,Röhrigshof bei Schlüchtern,Hessen
4240,19340101,19911231,440,50.6407,6.2058,Roetgen,Nordrhein-Westfalen
4261,18810101,20191231,442,47.8753,12.128,Rosenheim,Bayern
4271,18810101,20191231,4,54.1803,12.0808,Rostock-Warnemünde,Mecklenburg-Vorpommern
4275,19310101,20191231,32,53.1288,9.3398,Rotenburg (Wümme),Niedersachsen
4278,19410101,20191231,340,49.2511,11.0934,Roth bei Nürnberg,Bayern
4280,20020101,20191231,386,49.2162,11.1035,Roth,Bayern
4287,19480101,20191231,415,49.3848,10.1732,Rothenburg ob der Tauber,Bayern
4288,19370101,19741231,95,52.1038,8.1808,"Rothenfelde, Bad",Niedersachsen
4293,19580101,20021231,747,47.6819,11.7714,Rottach-Egern,Bayern
4294,19800101,20011231,360,48.4704,8.9687,Rottenburg-Kiebingen,Baden-Württemberg
4300,19310101,20191231,588,48.1814,8.6356,Rottweil,Baden-Württemberg
4301,19310101,20191231,102,49.8502,7.871,"Kreuznach, Bad",Rheinland-Pfalz
4318,19730101,20061231,692,47.731,12.661,Ruhpolding,Bayern
4320,19890101,19911231,36,54.0934,10.2223,Ruhwinkel,Schleswig-Holstein
4323,19690101,20191231,461,49.6468,7.8837,Ruppertsecken,Rheinland-Pfalz
4327,19540101,19701231,797,48.8765,13.049,Rusel-Irlmoos,Bayern
4330,19520101,19791231,449,48.8026,8.9557,Rutesheim,Baden-Württemberg
4332,19480101,19591231,235,50.6563,11.3894,Saalfeld,Thüringen
4336,19500101,20191231,320,49.2128,7.1077,Saarbrücken-Ensheim,Saarland
4339,19430101,20001231,193,49.2231,7.0168,Saarbrücken-Sankt Johann,Saarland
4343,19790101,19961231,180,49.3256,6.7354,Saarlouis,Saarland
4347,19310101,19981231,292,51.5909,10.5691,"Sachsa, Bad",Niedersachsen
4349,19880101,20191231,248,48.9569,9.071,Sachsenheim,Baden-Württemberg
4350,19660101,20081231,339,47.5619,7.9399,"Säckingen, Bad",Baden-Württemberg
4354,19860101,20191231,457,48.7832,13.3146,Saldenburg-Entschenreuth,Bayern
4364,19470101,19981231,138,52.0355,10.3054,Salzgitter-Ringelheim,Niedersachsen
4367,19930101,20061231,175,52.0781,9.552,Salzhemmendorf-Lauenstein,Niedersachsen
4371,19310101,20191231,135,52.1042,8.7521,"Salzuflen, Bad",Nordrhein-Westfalen
4373,19420101,19711231,29,52.8568,11.1319,Salzwedel,Sachsen-Anhalt
4377,19650101,20191231,518,50.3518,10.0034,Sandberg,Bayern
4386,19310101,20061231,795,47.761,8.1247,Sankt Blasien,Baden-Württemberg
4390,19630101,20041231,896,48.0091,8.0966,Sankt Märgen,Baden-Württemberg
4391,19520101,19681231,3,53.9878,9.1125,Sankt Michaelisdonn,Schleswig-Holstein
4393,19380101,20191231,5,54.3279,8.6031,Sankt Peter-Ording,Schleswig-Holstein
4396,19500101,19601231,400,49.4672,7.2036,Sankt Wendel-Hof,Saarland
4397,19790101,20051231,400,49.5025,7.202,Sankt Wendel-Urweiler,Saarland
4401,19500101,19791231,81,51.6334,8.1872,"Sassendorf, Bad-Ostinghausen",Nordrhein-Westfalen
4411,19800101,20191231,155,49.9195,8.9671,Schaafheim-Schlierbach,Hessen
4419,19470101,20041231,212,47.9556,7.7134,Schallstadt-Mengen,Baden-Württemberg
4425,19510101,19651231,569,49.4864,7.029,Schaumberg-Tholey,Saarland
4429,19370101,19931231,778,47.588,9.85,Scheidegg,Bayern
4433,19870101,20041231,519,48.1994,9.77,Schemmerhofen-Ingerkingen,Baden-Württemberg
4436,19470101,19511231,314,50.8166,9.846,Schenklengsfeld,Hessen
4438,19930101,20061231,317,49.975,11.0395,Scheßlitz,Bayern
4442,19810101,20071231,155,51.9119,9.1533,Schieder,Nordrhein-Westfalen
4445,19320101,20191231,609,51.7658,10.6533,Wernigerode-Schierke,Sachsen-Anhalt
4464,19370101,20191231,501,50.5679,11.8041,Schleiz,Thüringen
4466,19470101,20191231,43,54.5275,9.5487,Schleswig,Schleswig-Holstein
4468,18810101,19721231,19,54.5227,9.5649,Schleswig-Stadtfeld,Schleswig-Holstein
4471,19370101,19841231,780,47.7358,11.8505,Schliersee (A),Bayern
4474,19310101,19731231,170,49.7961,7.7583,Schlossböckelheim,Rheinland-Pfalz
4477,19550101,20041231,993,47.8208,8.186,Schluchsee,Baden-Württemberg
4479,19370101,19841231,375,50.3849,9.5358,Schlüchtern-Kloster Gomfritz,Hessen
4480,19860101,20191231,230,50.3447,9.5534,Schlüchtern-Herolz,Hessen
4484,19590101,19701231,45,53.6615,10.2543,Schmalenbeck,Schleswig-Holstein
4485,20060101,20161231,296,50.725,10.4539,"Schmalkalden, Kurort",Thüringen
4489,18980101,19621231,198,51.8833,10.7667,Schmatzfeld,Sachsen-Anhalt
4490,19660101,20021231,223,49.4149,6.836,Schmelz-Hüttersdorf,Saarland
4501,18870101,20191231,937,50.6546,10.7693,Schmücke,Thüringen
4505,18810101,19861231,650,50.4988,12.4534,Schnarrtanne-Vogelsgrün,Sachsen
4508,18890101,20191231,649,50.2968,6.4194,Schneifelforsthaus,Rheinland-Pfalz
4517,19310101,20041231,635,48.7859,8.6451,"Schömberg, Kr. Calw",Baden-Württemberg
4548,20080101,20181231,608,50.2047,12.1435,Selb/Oberfranken-Lauterbach,Bayern
4549,19780101,20091231,1021,48.1002,8.1969,Schönwald/Schwarzwald,Baden-Württemberg
4556,19730101,19991231,904,48.1402,8.1991,Schonach,Baden-Württemberg
4557,18810101,20011231,400,47.6463,7.8439,Schopfheim-Eichen,Baden-Württemberg
4559,19970101,20191231,398,49.1644,12.6175,Schorndorf-Knöbling,Bayern
4560,19310101,20191231,265,50.4925,9.1226,Schotten,Hessen
4571,19700101,19961231,504,51.8369,10.4312,Schulenberg,Niedersachsen
4576,19780101,19801231,343,49.3261,11.012,Schwabach (A),Bayern
4581,19500101,20011231,415,48.7768,9.8025,Schwäbisch Gmünd-Strassdorf,Baden-Württemberg
4582,19400101,20001231,358,49.0823,9.6892,Schwäbisch Hall-Bibersfeld,Baden-Württemberg
4584,19710101,19781231,444,48.3667,11.8,Schwaigermoos,Bayern
4586,19910101,19971231,320,50.1394,8.0627,"Schwalbach, Bad",Hessen
4592,19490101,20191231,356,49.3278,12.0871,Schwandorf,Bayern
4593,19960101,19981231,117,51.9639,11.1208,Schwanebeck,Sachsen-Anhalt
4597,19310101,20101231,792,47.5769,10.7181,Schwangau-Horn,Bayern
4605,19500101,20191231,277,50.6441,11.1936,Schwarzburg,Thüringen
4606,19600101,19801231,116,51.5167,14.35,Schwarze Pumpe,Brandenburg
4612,19310101,19641231,418,50.5513,12.7678,Schwarzenberg,Sachsen
4621,19400101,20031231,240,50.0575,10.216,Schweinfurt-Gartenstadt,Bayern
4625,18880101,20191231,59,53.6425,11.3872,Schwerin,Mecklenburg-Vorpommern
4629,19750101,19981231,37,54.5166,9.142,Schwesing,Schleswig-Holstein
4642,19770101,20191231,21,52.8911,11.7297,Seehausen,Sachsen-Anhalt
4649,19370101,19551231,214,50.8698,7.3228,Seelscheid,Nordrhein-Westfalen
4651,19370101,20191231,186,51.904,10.1885,Seesen,Niedersachsen
4656,18810101,19721231,49,53.9278,10.2993,"Segeberg, Bad",Schleswig-Holstein
4664,19310101,19991231,611,50.1969,12.1727,Selb/Oberfranken-Wildenau,Bayern
4692,18950101,20171231,229,50.8534,7.9966,Siegen (Kläranlage),Nordrhein-Westfalen
4703,18880101,20191231,580,48.0719,9.1942,Sigmaringen-Laiz,Baden-Württemberg
4704,19890101,20191231,507,47.5776,9.7404,Sigmarszell-Zeisertsweiler,Bayern
4705,19470101,19521231,819,49.7595,12.3891,Silberhütte,Bayern
4706,19810101,20191231,358,48.2718,13.0273,Simbach/Inn,Bayern
4709,19800101,20191231,445,49.9996,7.5981,Simmern-Wahlbach,Rheinland-Pfalz
4719,20040101,20041231,169,49.2447,8.8787,Sinsheim,Baden-Württemberg
4729,19900101,20031231,342,50.2882,9.4583,Steinau-Seidenroth,Hessen
4741,19310101,20021231,152,51.14,7.093,Solingen-Hohenscheid,Nordrhein-Westfalen
4745,19310101,20191231,75,52.9604,9.793,Soltau,Niedersachsen
4748,18810101,20091231,221,51.352,10.9059,Sondershausen,Thüringen
4752,19390101,20071231,626,50.3746,11.1828,Sonneberg-Neufang,Thüringen
4763,19380101,20191231,265,51.0607,9.9266,Sontra,Hessen
4765,19400101,19801231,199,51.2801,9.9849,"Sooden-Allendorf, Bad",Hessen
4775,19490101,19651231,424,49.7858,11.8211,Speinshart,Bayern
4782,19660101,19911231,87,51.604,12.1093,Spören-Prussendorf,Sachsen-Anhalt
4818,19650101,20001231,597,50.1531,11.7402,Stammbach-Querenbach,Bayern
4837,19860101,19891231,363,47.9869,7.9466,Stegen,Baden-Württemberg
4841,19990101,20191231,1,53.6946,8.8735,"Steinau, Kr. Cuxhaven",Niedersachsen
4847,19560101,19751231,500,51.3629,9.6902,Steinberg,Niedersachsen
4857,19910101,20191231,1,53.5534,9.6097,Mittelnkirchen-Hohenfelde,Niedersachsen
4878,19300101,20191231,504,51.6646,10.8811,Oberharz am Brocken-Stiege,Sachsen-Anhalt
4881,19780101,19931231,532,47.8591,9.0152,Stockach,Baden-Württemberg
4887,19470101,20191231,734,48.6656,9.8648,Stötten,Baden-Württemberg
4896,19750101,20191231,40,54.6654,9.805,Wagersrott,Schleswig-Holstein
4911,18830101,20191231,351,48.8275,12.5597,Straubing,Bayern
4926,19460101,20121231,224,48.7896,9.2167,Stuttgart (Neckartal),Baden-Württemberg
4927,17920101,19831231,286,48.7693,9.1814,Stuttgart-Stadt,Baden-Württemberg
4928,19580101,20191231,314,48.8281,9.2,Stuttgart (Schnarrenberg),Baden-Württemberg
4931,19410101,20191231,371,48.6883,9.2235,Stuttgart-Echterdingen,Baden-Württemberg
4933,18810101,19761231,401,48.7091,9.2147,Stuttgart-Hohenheim,Baden-Württemberg
4939,19470101,19581231,235,51.7333,11.1167,"Suderode, Bad",Sachsen-Anhalt
4977,19930101,20011231,45,52.5447,11.9724,Tangermünde,Sachsen-Anhalt
4978,19860101,20191231,395,50.639,10.0228,Tann/Rhön,Hessen
4987,19870101,20031231,179,49.6122,9.6747,Tauberbischofsheim-Dittigheim,Baden-Württemberg
4996,18940101,19981231,837,47.7099,11.7639,Tegernsee,Bayern
4997,19950101,20191231,196,50.9771,12.3419,Starkenberg-Tegkwitz,Thüringen
5009,19470101,20181231,38,53.761,12.5574,Teterow,Mecklenburg-Vorpommern
5014,19520101,20191231,7,53.2758,8.9857,Worpswede-Hüttenbusch,Niedersachsen
5017,19480101,20191231,633,50.4002,11.3889,Teuschnitz,Bayern
5024,19470101,19501231,67,52.2084,12.0328,Möckern-Räckendorf,Sachsen-Anhalt
5029,19480101,20191231,386,49.4738,7.0386,Tholey,Saarland
5032,19870101,20031231,197,49.885,9.8469,Thüngersheim,Bayern
5039,19910101,19981231,236,50.843,10.1613,Tiefenort,Thüringen
5046,19670101,20191231,501,49.8576,12.3542,Tirschenreuth-Lodermühl,Bayern
5047,19450101,19951231,870,47.9394,8.1933,Titisee-Neustadt-Langenordnach,Baden-Württemberg
5049,19570101,20041231,846,47.8991,8.146,Titisee-Neustadt-Titisee,Baden-Württemberg
5059,19830101,20021231,781,47.728,7.9988,Todtmoos,Baden-Württemberg
5063,19310101,20061231,724,47.7566,11.5819,"Tölz, Bad",Bayern
5064,20050101,20191231,37,51.2897,6.4437,Tönisvorst,Nordrhein-Westfalen
5067,19310101,19651231,491,51.7643,9.5628,Torfhaus im Solling,Niedersachsen
5068,18510101,19901231,80,51.5833,13,Torgau,Sachsen
5074,18810101,19601231,626,47.8663,12.6566,Traunstein-Sparz,Bayern
5075,19720101,20031231,635,47.8516,12.6182,Traunstein-Axdorf,Bayern
5078,19400101,19991231,2,53.9619,10.8892,Travemünde,Schleswig-Holstein
5088,19910101,20001231,3,54.5337,13.246,Trent,Mecklenburg-Vorpommern
5094,19310101,20011231,683,48.1316,8.2283,Triberg,Baden-Württemberg
5095,19760101,19871231,700,48.1288,8.233,Triberg (Kurpark),Baden-Württemberg
5097,19490101,20181231,10,54.0661,12.7675,Tribsees,Mecklenburg-Vorpommern
5099,17880101,20191231,132,49.7326,6.6131,Trier-Zewen,Rheinland-Pfalz
5100,19310101,20191231,265,49.7479,6.6582,Trier-Petrisberg,Rheinland-Pfalz
5105,19310101,19721231,700,48.3132,9.2472,Trochtelfingen,Baden-Württemberg
5107,19890101,20031231,769,48.2814,9.3137,Trochtelfingen-Wilsingen,Baden-Württemberg
5109,20010101,20191231,69,53.5997,13.3039,Trollenhagen,Mecklenburg-Vorpommern
5111,19310101,20191231,560,48.0311,12.5396,Trostberg,Bayern
5120,19500101,19811231,370,48.5198,9.0515,Tübingen,Baden-Württemberg
5127,19920101,20031231,649,48.0083,8.8179,Tuttlingen,Baden-Württemberg
5128,19820101,19901231,668,47.9682,8.79,Tuttlingen-Möhringen-Vorstadt,Baden-Württemberg
5133,19990101,20191231,295,51.3344,8.9132,Twistetal-Mühlhausen,Hessen
5138,19460101,20031231,446,47.7713,9.1562,Überlingen/Bodensee,Baden-Württemberg
5142,19370101,20191231,1,53.7444,14.0697,Ueckermünde,Mecklenburg-Vorpommern
5146,18880101,20191231,50,52.9414,10.5289,Uelzen,Niedersachsen
5149,19370101,20191231,306,49.5741,10.1915,Gollhofen,Bayern
5155,18810101,20131231,567,48.3837,9.9524,Ulm,Baden-Württemberg
5158,19880101,20191231,162,52.1601,11.1759,Ummendorf,Sachsen-Anhalt
5165,19350101,20061231,95,52.8499,10.2898,Unterlüß,Niedersachsen
5174,19750101,20051231,471,48.4951,9.4003,"Urach, Bad",Baden-Württemberg
5185,19720101,20061231,291,49.5933,11.0704,Uttenreuth,Bayern
5229,18810101,20191231,719,48.0453,8.4608,Villingen-Schwenningen,Baden-Württemberg
5236,19500101,19791231,51,52.8318,8.3112,Visbek,Niedersachsen
5244,19590101,19811231,220,49.2581,6.8612,Völklingen-Stadt,Saarland
5245,19780101,19981231,187,49.2495,6.8804,Völklingen (Kraftwerk-Fenne),Saarland
5250,19310101,20031231,223,48.0908,7.6353,Vogtsburg-Oberrotweil,Baden-Württemberg
5252,19470101,19571231,100,52.103,9.5845,Voldagsen,Niedersachsen
